route,stop_id,address,month,total_in,total_out,unique_days,avg_daily_in,avg_daily_out,days
Route 3 West Side Connector,143629,Sandtown,2025-09,133,53,25.0,5.32,2.12,
Route 3 West Side Connector,143629,Sandtown,2025-10,144,54,27.0,5.33,2.0,
Route 3 West Side Connector,143629,Sandtown,2025-11,110,26,24.0,4.58,1.08,
Route 3 West Side Connector,143629,Sandtown,2025-12,111,35,26.0,4.27,1.35,
Route 3 West Side Connector,143629,Sandtown,2026-01,118,34,26.0,4.54,1.31,
Route 4 Sunset,143489,Sunset @ Lava Flow,2025-01,116,168,26.0,4.46,6.46,
Route 4 Sunset,143489,Sunset @ Lava Flow,2025-02,126,162,24.0,5.25,6.75,
Route 4 Sunset,143489,Sunset @ Lava Flow,2025-03,155,166,26.0,5.96,6.38,
Route 4 Sunset,143489,Sunset @ Lava Flow,2025-04,138,179,26.0,5.31,6.88,
Route 4 Sunset,143489,Sunset @ Lava Flow,2025-05,109,134,26.0,4.19,5.15,
Route 4 Sunset,143489,Sunset @ Lava Flow,2025-06,80,137,25.0,3.2,5.48,
Route 4 Sunset,143489,Sunset @ Lava Flow,2025-07,94,128,24.0,3.92,5.33,
Route 4 Sunset,143489,Sunset @ Lava Flow,2025-08,133,174,26.0,5.12,6.69,
Route 4 Sunset,143489,Sunset @ Lava Flow,2025-09,165,200,25.0,6.6,8.0,
Route 4 Sunset,143489,Sunset @ Lava Flow,2025-10,176,245,27.0,6.52,9.07,
Route 4 Sunset,143489,Sunset @ Lava Flow,2025-11,153,179,24.0,6.38,7.46,
Route 4 Sunset,143489,Sunset @ Lava Flow,2025-12,135,193,26.0,5.19,7.42,
Route 4 Sunset,143489,Sunset @ Lava Flow,2026-01,170,260,26.0,6.54,10.0,
Route 4 Sunset,143500,Housing Authority 975 North 1725 West,2025-01,89,66,26.0,3.42,2.54,
Route 4 Sunset,143500,Housing Authority 975 North 1725 West,2025-02,121,104,24.0,5.04,4.33,
Route 4 Sunset,143500,Housing Authority 975 North 1725 West,2025-03,89,86,26.0,3.42,3.31,
Route 4 Sunset,143500,Housing Authority 975 North 1725 West,2025-04,85,73,25.0,3.4,2.92,
Route 4 Sunset,143500,Housing Authority 975 North 1725 West,2025-05,98,95,26.0,3.77,3.65,
Route 4 Sunset,143500,Housing Authority 975 North 1725 West,2025-06,81,49,25.0,3.24,1.96,
Route 4 Sunset,143500,Housing Authority 975 North 1725 West,2025-07,93,48,25.0,3.72,1.92,
Route 4 Sunset,143500,Housing Authority 975 North 1725 West,2025-08,106,73,26.0,4.08,2.81,
Route 4 Sunset,143500,Housing Authority 975 North 1725 West,2025-09,144,123,25.0,5.76,4.92,
Route 4 Sunset,143500,Housing Authority 975 North 1725 West,2025-10,143,108,27.0,5.3,4.0,
Route 4 Sunset,143500,Housing Authority 975 North 1725 West,2025-11,110,137,24.0,4.58,5.71,
Route 4 Sunset,143500,Housing Authority 975 North 1725 West,2025-12,75,111,26.0,2.88,4.27,
Route 4 Sunset,143500,Housing Authority 975 North 1725 West,2026-01,97,140,26.0,3.73,5.38,
Route 4 Sunset,143506,1720 North Lava Flow Drive,2025-01,16,41,16.0,1.0,2.56,
Route 4 Sunset,143506,1720 North Lava Flow Drive,2025-02,8,49,18.0,0.44,2.72,
Route 4 Sunset,143506,1720 North Lava Flow Drive,2025-03,8,14,11.0,0.73,1.27,
Route 4 Sunset,143506,1720 North Lava Flow Drive,2025-04,5,20,16.0,0.31,1.25,
Route 4 Sunset,143506,1720 North Lava Flow Drive,2025-05,7,17,14.0,0.5,1.21,
Route 4 Sunset,143506,1720 North Lava Flow Drive,2025-06,2,14,5.0,0.4,2.8,
Route 4 Sunset,143506,1720 North Lava Flow Drive,2025-07,8,10,2.0,4.0,5.0,
Route 4 Sunset,143506,1720 North Lava Flow Drive,2025-08,2,8,5.0,0.4,1.6,
Route 4 Sunset,143506,1720 North Lava Flow Drive,2025-09,9,6,5.0,1.8,1.2,
Route 4 Sunset,143506,1720 North Lava Flow Drive,2025-10,5,6,3.0,1.67,2.0,
Route 4 Sunset,143506,1720 North Lava Flow Drive,2025-11,4,4,7.0,0.57,0.57,
Route 4 Sunset,143506,1720 North Lava Flow Drive,2025-12,7,5,9.0,0.78,0.56,
Route 4 Sunset,143506,1720 North Lava Flow Drive,2026-01,3,2,5.0,0.6,0.4,
Route 4 Sunset,143512,Lins Marketplace 1930 West Sunset Boulevard,2025-01,400,490,26.0,15.38,18.85,
Route 4 Sunset,143512,Lins Marketplace 1930 West Sunset Boulevard,2025-02,347,382,24.0,14.46,15.92,
Route 4 Sunset,143512,Lins Marketplace 1930 West Sunset Boulevard,2025-03,369,446,26.0,14.19,17.15,
Route 4 Sunset,143512,Lins Marketplace 1930 West Sunset Boulevard,2025-04,463,492,26.0,17.81,18.92,
Route 4 Sunset,143512,Lins Marketplace 1930 West Sunset Boulevard,2025-05,418,508,26.0,16.08,19.54,
Route 4 Sunset,143512,Lins Marketplace 1930 West Sunset Boulevard,2025-06,390,458,25.0,15.6,18.32,
Route 4 Sunset,143512,Lins Marketplace 1930 West Sunset Boulevard,2025-07,222,293,25.0,8.88,11.72,
Route 4 Sunset,143512,Lins Marketplace 1930 West Sunset Boulevard,2025-08,418,439,26.0,16.08,16.88,
Route 4 Sunset,143512,Lins Marketplace 1930 West Sunset Boulevard,2025-09,407,508,25.0,16.28,20.32,
Route 4 Sunset,143512,Lins Marketplace 1930 West Sunset Boulevard,2025-10,489,632,27.0,18.11,23.41,
Route 4 Sunset,143512,Lins Marketplace 1930 West Sunset Boulevard,2025-11,417,528,24.0,17.38,22.0,
Route 4 Sunset,143512,Lins Marketplace 1930 West Sunset Boulevard,2025-12,451,503,26.0,17.35,19.35,
Route 4 Sunset,143512,Lins Marketplace 1930 West Sunset Boulevard,2026-01,447,486,26.0,17.19,18.69,
Route 4 Sunset,143521,2000 North Lava Flow Drive,2025-01,89,93,24.0,3.71,3.88,
Route 4 Sunset,143521,2000 North Lava Flow Drive,2025-02,65,66,21.0,3.1,3.14,
Route 4 Sunset,143521,2000 North Lava Flow Drive,2025-03,63,52,20.0,3.15,2.6,
Route 4 Sunset,143521,2000 North Lava Flow Drive,2025-04,58,76,24.0,2.42,3.17,
Route 4 Sunset,143521,2000 North Lava Flow Drive,2025-05,32,37,18.0,1.78,2.06,
Route 4 Sunset,143521,2000 North Lava Flow Drive,2025-06,32,24,21.0,1.52,1.14,
Route 4 Sunset,143521,2000 North Lava Flow Drive,2025-07,49,62,23.0,2.13,2.7,
Route 4 Sunset,143521,2000 North Lava Flow Drive,2025-08,73,61,23.0,3.17,2.65,
Route 4 Sunset,143521,2000 North Lava Flow Drive,2025-09,18,12,18.0,1.0,0.67,
Route 4 Sunset,143521,2000 North Lava Flow Drive,2025-10,19,17,22.0,0.86,0.77,
Route 4 Sunset,143521,2000 North Lava Flow Drive,2025-11,21,21,17.0,1.24,1.24,
Route 4 Sunset,143521,2000 North Lava Flow Drive,2025-12,22,20,20.0,1.1,1.0,
Route 4 Sunset,143521,2000 North Lava Flow Drive,2026-01,18,25,20.0,0.9,1.25,
Route 4 Sunset,143522,Phoenix Plaza,2025-01,142,182,26.0,5.46,7.0,
Route 4 Sunset,143522,Phoenix Plaza,2025-02,170,333,24.0,7.08,13.88,
Route 4 Sunset,143522,Phoenix Plaza,2025-03,153,230,24.0,6.38,9.58,
Route 4 Sunset,143522,Phoenix Plaza,2025-04,187,257,26.0,7.19,9.88,
Route 4 Sunset,143522,Phoenix Plaza,2025-05,118,202,25.0,4.72,8.08,
Route 4 Sunset,143522,Phoenix Plaza,2025-06,106,142,25.0,4.24,5.68,
Route 4 Sunset,143522,Phoenix Plaza,2025-07,157,218,25.0,6.28,8.72,
Route 4 Sunset,143522,Phoenix Plaza,2025-08,259,324,26.0,9.96,12.46,
Route 4 Sunset,143522,Phoenix Plaza,2025-09,44,100,25.0,1.76,4.0,
Route 4 Sunset,143522,Phoenix Plaza,2025-10,55,157,27.0,2.04,5.81,
Route 4 Sunset,143522,Phoenix Plaza,2025-11,62,151,24.0,2.58,6.29,
Route 4 Sunset,143522,Phoenix Plaza,2025-12,129,143,26.0,4.96,5.5,
Route 4 Sunset,143522,Phoenix Plaza,2026-01,92,130,26.0,3.54,5.0,
Route 4 Sunset,143528,Verizon Store,2025-01,37,39,23.0,1.61,1.7,
Route 4 Sunset,143528,Verizon Store,2025-02,42,33,20.0,2.1,1.65,
Route 4 Sunset,143528,Verizon Store,2025-03,35,16,19.0,1.84,0.84,
Route 4 Sunset,143528,Verizon Store,2025-04,32,27,21.0,1.52,1.29,
Route 4 Sunset,143528,Verizon Store,2025-05,52,28,24.0,2.17,1.17,
Route 4 Sunset,143528,Verizon Store,2025-06,45,25,25.0,1.8,1.0,
Route 4 Sunset,143528,Verizon Store,2025-07,43,45,21.0,2.05,2.14,
Route 4 Sunset,143528,Verizon Store,2025-08,38,35,23.0,1.65,1.52,
Route 4 Sunset,143528,Verizon Store,2025-09,81,53,25.0,3.24,2.12,
Route 4 Sunset,143528,Verizon Store,2025-10,67,40,26.0,2.58,1.54,
Route 4 Sunset,143528,Verizon Store,2025-11,46,25,21.0,2.19,1.19,
Route 4 Sunset,143528,Verizon Store,2025-12,44,26,23.0,1.91,1.13,
Route 4 Sunset,143528,Verizon Store,2026-01,41,23,19.0,2.16,1.21,
Route 4 Sunset,143531,Carls Jr 1624 West Sunset Boulevard,2025-01,125,213,26.0,4.81,8.19,
Route 4 Sunset,143531,Carls Jr 1624 West Sunset Boulevard,2025-02,55,175,24.0,2.29,7.29,
Route 4 Sunset,143531,Carls Jr 1624 West Sunset Boulevard,2025-03,68,152,26.0,2.62,5.85,
Route 4 Sunset,143531,Carls Jr 1624 West Sunset Boulevard,2025-04,88,138,26.0,3.38,5.31,
Route 4 Sunset,143531,Carls Jr 1624 West Sunset Boulevard,2025-05,49,98,25.0,1.96,3.92,
Route 4 Sunset,143531,Carls Jr 1624 West Sunset Boulevard,2025-06,49,68,25.0,1.96,2.72,
Route 4 Sunset,143531,Carls Jr 1624 West Sunset Boulevard,2025-07,48,70,24.0,2.0,2.92,
Route 4 Sunset,143531,Carls Jr 1624 West Sunset Boulevard,2025-08,84,92,26.0,3.23,3.54,
Route 4 Sunset,143531,Carls Jr 1624 West Sunset Boulevard,2025-09,98,119,25.0,3.92,4.76,
Route 4 Sunset,143531,Carls Jr 1624 West Sunset Boulevard,2025-10,92,120,27.0,3.41,4.44,
Route 4 Sunset,143531,Carls Jr 1624 West Sunset Boulevard,2025-11,92,154,24.0,3.83,6.42,
Route 4 Sunset,143531,Carls Jr 1624 West Sunset Boulevard,2025-12,61,120,25.0,2.44,4.8,
Route 4 Sunset,143531,Carls Jr 1624 West Sunset Boulevard,2026-01,69,101,25.0,2.76,4.04,
Route 4 Sunset,143533,Sunset Corner,2025-01,1278,2365,26.0,49.15,90.96,
Route 4 Sunset,143533,Sunset Corner,2025-02,979,1844,24.0,40.79,76.83,
Route 4 Sunset,143533,Sunset Corner,2025-03,963,1393,26.0,37.04,53.58,
Route 4 Sunset,143533,Sunset Corner,2025-04,1114,1589,26.0,42.85,61.12,
Route 4 Sunset,143533,Sunset Corner,2025-05,870,1291,26.0,33.46,49.65,
Route 4 Sunset,143533,Sunset Corner,2025-06,718,1123,25.0,28.72,44.92,
Route 4 Sunset,143533,Sunset Corner,2025-07,773,1330,25.0,30.92,53.2,
Route 4 Sunset,143533,Sunset Corner,2025-08,1094,1433,26.0,42.08,55.12,
Route 4 Sunset,143533,Sunset Corner,2025-09,856,1121,25.0,34.24,44.84,
Route 4 Sunset,143533,Sunset Corner,2025-10,1008,1224,27.0,37.33,45.33,
Route 4 Sunset,143533,Sunset Corner,2025-11,782,1174,24.0,32.58,48.92,
Route 4 Sunset,143533,Sunset Corner,2025-12,1129,1942,26.0,43.42,74.69,
Route 4 Sunset,143533,Sunset Corner,2026-01,1316,1881,26.0,50.62,72.35,
Route 4 Sunset,143546,Firehouse Park,2025-01,130,158,26.0,5.0,6.08,
Route 4 Sunset,143546,Firehouse Park,2025-02,90,108,24.0,3.75,4.5,
Route 4 Sunset,143546,Firehouse Park,2025-03,91,96,25.0,3.64,3.84,
Route 4 Sunset,143546,Firehouse Park,2025-04,145,205,26.0,5.58,7.88,
Route 4 Sunset,143546,Firehouse Park,2025-05,194,147,26.0,7.46,5.65,
Route 4 Sunset,143546,Firehouse Park,2025-06,127,128,25.0,5.08,5.12,
Route 4 Sunset,143546,Firehouse Park,2025-07,132,81,25.0,5.28,3.24,
Route 4 Sunset,143546,Firehouse Park,2025-08,163,139,26.0,6.27,5.35,
Route 4 Sunset,143546,Firehouse Park,2025-09,194,160,25.0,7.76,6.4,
Route 4 Sunset,143546,Firehouse Park,2025-10,222,190,27.0,8.22,7.04,
Route 4 Sunset,143546,Firehouse Park,2025-11,214,204,24.0,8.92,8.5,
Route 4 Sunset,143546,Firehouse Park,2025-12,199,178,26.0,7.65,6.85,
Route 4 Sunset,143546,Firehouse Park,2026-01,138,205,26.0,5.31,7.88,
Route 4 Sunset,143547,Valley View Dr @ Stonebridge Drive,2025-01,118,45,26.0,4.54,1.73,
Route 4 Sunset,143547,Valley View Dr @ Stonebridge Drive,2025-02,96,53,24.0,4.0,2.21,
Route 4 Sunset,143547,Valley View Dr @ Stonebridge Drive,2025-03,113,51,26.0,4.35,1.96,
Route 4 Sunset,143547,Valley View Dr @ Stonebridge Drive,2025-04,162,83,26.0,6.23,3.19,
Route 4 Sunset,143547,Valley View Dr @ Stonebridge Drive,2025-05,170,69,26.0,6.54,2.65,
Route 4 Sunset,143547,Valley View Dr @ Stonebridge Drive,2025-06,141,59,25.0,5.64,2.36,
Route 4 Sunset,143547,Valley View Dr @ Stonebridge Drive,2025-07,98,42,25.0,3.92,1.68,
Route 4 Sunset,143547,Valley View Dr @ Stonebridge Drive,2025-08,123,95,25.0,4.92,3.8,
Route 4 Sunset,143547,Valley View Dr @ Stonebridge Drive,2025-09,99,52,25.0,3.96,2.08,
Route 4 Sunset,143547,Valley View Dr @ Stonebridge Drive,2025-10,139,61,27.0,5.15,2.26,
Route 4 Sunset,143547,Valley View Dr @ Stonebridge Drive,2025-11,146,53,24.0,6.08,2.21,
Route 4 Sunset,143547,Valley View Dr @ Stonebridge Drive,2025-12,140,66,26.0,5.38,2.54,
Route 4 Sunset,143547,Valley View Dr @ Stonebridge Drive,2026-01,145,84,26.0,5.58,3.23,
Route 4 Sunset,143550,Snow Canyon High School,2025-01,90,66,24.0,3.75,2.75,
Route 4 Sunset,143550,Snow Canyon High School,2025-02,146,65,23.0,6.35,2.83,
Route 4 Sunset,143550,Snow Canyon High School,2025-03,77,53,22.0,3.5,2.41,
Route 4 Sunset,143550,Snow Canyon High School,2025-04,154,103,25.0,6.16,4.12,
Route 4 Sunset,143550,Snow Canyon High School,2025-05,109,85,22.0,4.95,3.86,
Route 4 Sunset,143550,Snow Canyon High School,2025-06,10,47,24.0,0.42,1.96,
Route 4 Sunset,143550,Snow Canyon High School,2025-07,14,36,17.0,0.82,2.12,
Route 4 Sunset,143550,Snow Canyon High School,2025-08,106,107,25.0,4.24,4.28,
Route 4 Sunset,143550,Snow Canyon High School,2025-09,135,96,25.0,5.4,3.84,
Route 4 Sunset,143550,Snow Canyon High School,2025-10,134,125,27.0,4.96,4.63,
Route 4 Sunset,143550,Snow Canyon High School,2025-11,104,113,23.0,4.52,4.91,
Route 4 Sunset,143550,Snow Canyon High School,2025-12,90,80,21.0,4.29,3.81,
Route 4 Sunset,143550,Snow Canyon High School,2026-01,97,106,21.0,4.62,5.05,
Route 4 Sunset,143553,Snow Canyon Middle School,2025-01,225,87,26.0,8.65,3.35,
Route 4 Sunset,143553,Snow Canyon Middle School,2025-02,263,131,21.0,12.52,6.24,
Route 4 Sunset,143553,Snow Canyon Middle School,2025-03,131,70,23.0,5.7,3.04,
Route 4 Sunset,143553,Snow Canyon Middle School,2025-04,347,100,22.0,15.77,4.55,
Route 4 Sunset,143553,Snow Canyon Middle School,2025-05,187,72,23.0,8.13,3.13,
Route 4 Sunset,143553,Snow Canyon Middle School,2025-06,33,37,21.0,1.57,1.76,
Route 4 Sunset,143553,Snow Canyon Middle School,2025-07,19,17,9.0,2.11,1.89,
Route 4 Sunset,143553,Snow Canyon Middle School,2025-08,203,89,21.0,9.67,4.24,
Route 4 Sunset,143553,Snow Canyon Middle School,2025-09,262,107,25.0,10.48,4.28,
Route 4 Sunset,143553,Snow Canyon Middle School,2025-10,233,99,27.0,8.63,3.67,
Route 4 Sunset,143553,Snow Canyon Middle School,2025-11,319,105,22.0,14.5,4.77,
Route 4 Sunset,143553,Snow Canyon Middle School,2025-12,224,104,26.0,8.62,4.0,
Route 4 Sunset,143553,Snow Canyon Middle School,2026-01,231,96,25.0,9.24,3.84,
Route 4 Sunset,143561,1912 West 1575 North,2025-01,134,170,26.0,5.15,6.54,
Route 4 Sunset,143561,1912 West 1575 North,2025-02,87,113,24.0,3.62,4.71,
Route 4 Sunset,143561,1912 West 1575 North,2025-03,127,95,26.0,4.88,3.65,
Route 4 Sunset,143561,1912 West 1575 North,2025-04,184,166,26.0,7.08,6.38,
Route 4 Sunset,143561,1912 West 1575 North,2025-05,130,98,26.0,5.0,3.77,
Route 4 Sunset,143561,1912 West 1575 North,2025-06,120,113,25.0,4.8,4.52,
Route 4 Sunset,143561,1912 West 1575 North,2025-07,105,100,25.0,4.2,4.0,
Route 4 Sunset,143561,1912 West 1575 North,2025-08,120,122,25.0,4.8,4.88,
Route 4 Sunset,143561,1912 West 1575 North,2025-09,128,147,24.0,5.33,6.12,
Route 4 Sunset,143561,1912 West 1575 North,2025-10,143,126,27.0,5.3,4.67,
Route 4 Sunset,143561,1912 West 1575 North,2025-11,125,122,24.0,5.21,5.08,
Route 4 Sunset,143561,1912 West 1575 North,2025-12,152,108,26.0,5.85,4.15,
Route 4 Sunset,143561,1912 West 1575 North,2026-01,130,119,26.0,5.0,4.58,
Route 4 Sunset,143565,Albertsons Market 745 North Dixie Drive,2025-01,187,158,26.0,7.19,6.08,
Route 4 Sunset,143565,Albertsons Market 745 North Dixie Drive,2025-02,180,215,24.0,7.5,8.96,
Route 4 Sunset,143565,Albertsons Market 745 North Dixie Drive,2025-03,213,179,26.0,8.19,6.88,
Route 4 Sunset,143565,Albertsons Market 745 North Dixie Drive,2025-04,214,167,26.0,8.23,6.42,
Route 4 Sunset,143565,Albertsons Market 745 North Dixie Drive,2025-05,179,191,26.0,6.88,7.35,
Route 4 Sunset,143565,Albertsons Market 745 North Dixie Drive,2025-06,162,149,25.0,6.48,5.96,
Route 4 Sunset,143565,Albertsons Market 745 North Dixie Drive,2025-07,153,152,25.0,6.12,6.08,
Route 4 Sunset,143565,Albertsons Market 745 North Dixie Drive,2025-08,224,177,26.0,8.62,6.81,
Route 4 Sunset,143565,Albertsons Market 745 North Dixie Drive,2025-09,243,169,25.0,9.72,6.76,
Route 4 Sunset,143565,Albertsons Market 745 North Dixie Drive,2025-10,296,212,27.0,10.96,7.85,
Route 4 Sunset,143565,Albertsons Market 745 North Dixie Drive,2025-11,311,185,24.0,12.96,7.71,
Route 4 Sunset,143565,Albertsons Market 745 North Dixie Drive,2025-12,290,213,26.0,11.15,8.19,
Route 4 Sunset,143565,Albertsons Market 745 North Dixie Drive,2026-01,228,160,26.0,8.77,6.15,
Route 4 Sunset,143570,1300 West Sunset Boulevard,2025-01,317,346,26.0,12.19,13.31,
Route 4 Sunset,143570,1300 West Sunset Boulevard,2025-02,234,284,24.0,9.75,11.83,
Route 4 Sunset,143570,1300 West Sunset Boulevard,2025-03,302,328,26.0,11.62,12.62,
Route 4 Sunset,143570,1300 West Sunset Boulevard,2025-04,269,417,26.0,10.35,16.04,
Route 4 Sunset,143570,1300 West Sunset Boulevard,2025-05,258,392,26.0,9.92,15.08,
Route 4 Sunset,143570,1300 West Sunset Boulevard,2025-06,207,304,25.0,8.28,12.16,
Route 4 Sunset,143570,1300 West Sunset Boulevard,2025-07,165,300,25.0,6.6,12.0,
Route 4 Sunset,143570,1300 West Sunset Boulevard,2025-08,368,559,26.0,14.15,21.5,
Route 4 Sunset,143570,1300 West Sunset Boulevard,2025-09,355,606,25.0,14.2,24.24,
Route 4 Sunset,143570,1300 West Sunset Boulevard,2025-10,363,617,27.0,13.44,22.85,
Route 4 Sunset,143570,1300 West Sunset Boulevard,2025-11,310,426,24.0,12.92,17.75,
Route 4 Sunset,143570,1300 West Sunset Boulevard,2025-12,276,389,26.0,10.62,14.96,
Route 4 Sunset,143570,1300 West Sunset Boulevard,2026-01,279,490,26.0,10.73,18.85,
Route 4 Sunset,143574,540 North Dixie Drive,2025-01,61,74,26.0,2.35,2.85,
Route 4 Sunset,143574,540 North Dixie Drive,2025-02,55,119,24.0,2.29,4.96,
Route 4 Sunset,143574,540 North Dixie Drive,2025-03,49,80,25.0,1.96,3.2,
Route 4 Sunset,143574,540 North Dixie Drive,2025-04,90,95,25.0,3.6,3.8,
Route 4 Sunset,143574,540 North Dixie Drive,2025-05,126,71,26.0,4.85,2.73,
Route 4 Sunset,143574,540 North Dixie Drive,2025-06,45,23,22.0,2.05,1.05,
Route 4 Sunset,143574,540 North Dixie Drive,2025-07,35,35,23.0,1.52,1.52,
Route 4 Sunset,143574,540 North Dixie Drive,2025-08,48,70,26.0,1.85,2.69,
Route 4 Sunset,143574,540 North Dixie Drive,2025-09,20,64,25.0,0.8,2.56,
Route 4 Sunset,143574,540 North Dixie Drive,2025-10,29,116,27.0,1.07,4.3,
Route 4 Sunset,143574,540 North Dixie Drive,2025-11,43,96,24.0,1.79,4.0,
Route 4 Sunset,143574,540 North Dixie Drive,2025-12,33,74,25.0,1.32,2.96,
Route 4 Sunset,143574,540 North Dixie Drive,2026-01,59,81,25.0,2.36,3.24,
Route 4 Sunset,143584,Green Valley Market,2025-01,94,102,26.0,3.62,3.92,
Route 4 Sunset,143584,Green Valley Market,2025-02,93,86,24.0,3.88,3.58,
Route 4 Sunset,143584,Green Valley Market,2025-03,137,136,26.0,5.27,5.23,
Route 4 Sunset,143584,Green Valley Market,2025-04,133,129,26.0,5.12,4.96,
Route 4 Sunset,143584,Green Valley Market,2025-05,167,120,26.0,6.42,4.62,
Route 4 Sunset,143584,Green Valley Market,2025-06,134,110,25.0,5.36,4.4,
Route 4 Sunset,143584,Green Valley Market,2025-07,112,79,25.0,4.48,3.16,
Route 4 Sunset,143584,Green Valley Market,2025-08,135,132,26.0,5.19,5.08,
Route 4 Sunset,143584,Green Valley Market,2025-09,118,125,25.0,4.72,5.0,
Route 4 Sunset,143584,Green Valley Market,2025-10,127,107,27.0,4.7,3.96,
Route 4 Sunset,143584,Green Valley Market,2025-11,92,97,24.0,3.83,4.04,
Route 4 Sunset,143584,Green Valley Market,2025-12,117,102,26.0,4.5,3.92,
Route 4 Sunset,143584,Green Valley Market,2026-01,96,80,26.0,3.69,3.08,
Route 4 Sunset,143597,Sierra Pointe,2025-01,499,363,26.0,19.19,13.96,
Route 4 Sunset,143597,Sierra Pointe,2025-02,416,333,24.0,17.33,13.88,
Route 4 Sunset,143597,Sierra Pointe,2025-03,463,355,26.0,17.81,13.65,
Route 4 Sunset,143597,Sierra Pointe,2025-04,441,364,26.0,16.96,14.0,
Route 4 Sunset,143597,Sierra Pointe,2025-05,379,315,26.0,14.58,12.12,
Route 4 Sunset,143597,Sierra Pointe,2025-06,293,239,25.0,11.72,9.56,
Route 4 Sunset,143597,Sierra Pointe,2025-07,300,229,25.0,12.0,9.16,
Route 4 Sunset,143597,Sierra Pointe,2025-08,408,319,26.0,15.69,12.27,
Route 4 Sunset,143597,Sierra Pointe,2025-09,404,339,25.0,16.16,13.56,
Route 4 Sunset,143597,Sierra Pointe,2025-10,514,395,27.0,19.04,14.63,
Route 4 Sunset,143597,Sierra Pointe,2025-11,382,309,24.0,15.92,12.88,
Route 4 Sunset,143597,Sierra Pointe,2025-12,346,283,26.0,13.31,10.88,
Route 4 Sunset,143597,Sierra Pointe,2026-01,337,286,26.0,12.96,11.0,
Route 4 Sunset,143615,950 North Dixie Downs Road,2025-01,158,177,26.0,6.08,6.81,
Route 4 Sunset,143615,950 North Dixie Downs Road,2025-02,150,92,24.0,6.25,3.83,
Route 4 Sunset,143615,950 North Dixie Downs Road,2025-03,119,103,26.0,4.58,3.96,
Route 4 Sunset,143615,950 North Dixie Downs Road,2025-04,144,139,26.0,5.54,5.35,
Route 4 Sunset,143615,950 North Dixie Downs Road,2025-05,94,123,26.0,3.62,4.73,
Route 4 Sunset,143615,950 North Dixie Downs Road,2025-06,114,101,25.0,4.56,4.04,
Route 4 Sunset,143615,950 North Dixie Downs Road,2025-07,65,73,23.0,2.83,3.17,
Route 4 Sunset,143615,950 North Dixie Downs Road,2025-08,99,92,26.0,3.81,3.54,
Route 4 Sunset,143615,950 North Dixie Downs Road,2025-09,168,112,25.0,6.72,4.48,
Route 4 Sunset,143615,950 North Dixie Downs Road,2025-10,129,176,27.0,4.78,6.52,
Route 4 Sunset,143615,950 North Dixie Downs Road,2025-11,123,155,24.0,5.12,6.46,
Route 4 Sunset,143615,950 North Dixie Downs Road,2025-12,136,137,26.0,5.23,5.27,
Route 4 Sunset,143615,950 North Dixie Downs Road,2026-01,133,124,26.0,5.12,4.77,
Route 4 Sunset,143616,Summer Hills Apartments,2025-01,132,55,26.0,5.08,2.12,
Route 4 Sunset,143616,Summer Hills Apartments,2025-02,125,56,24.0,5.21,2.33,
Route 4 Sunset,143616,Summer Hills Apartments,2025-03,192,82,26.0,7.38,3.15,
Route 4 Sunset,143616,Summer Hills Apartments,2025-04,174,82,26.0,6.69,3.15,
Route 4 Sunset,143616,Summer Hills Apartments,2025-05,135,78,26.0,5.19,3.0,
Route 4 Sunset,143616,Summer Hills Apartments,2025-06,77,66,25.0,3.08,2.64,
Route 4 Sunset,143616,Summer Hills Apartments,2025-07,79,39,25.0,3.16,1.56,
Route 4 Sunset,143616,Summer Hills Apartments,2025-08,152,82,26.0,5.85,3.15,
Route 4 Sunset,143616,Summer Hills Apartments,2025-09,227,112,25.0,9.08,4.48,
Route 4 Sunset,143616,Summer Hills Apartments,2025-10,262,96,27.0,9.7,3.56,
Route 4 Sunset,143616,Summer Hills Apartments,2025-11,208,98,24.0,8.67,4.08,
Route 4 Sunset,143616,Summer Hills Apartments,2025-12,194,95,26.0,7.46,3.65,
Route 4 Sunset,143616,Summer Hills Apartments,2026-01,159,70,26.0,6.12,2.69,
Route 4 Sunset,143630,Paradise Canyon Elementary,2025-01,41,50,25.0,1.64,2.0,
Route 4 Sunset,143630,Paradise Canyon Elementary,2025-02,38,63,23.0,1.65,2.74,
Route 4 Sunset,143630,Paradise Canyon Elementary,2025-03,26,46,19.0,1.37,2.42,
Route 4 Sunset,143630,Paradise Canyon Elementary,2025-04,64,97,26.0,2.46,3.73,
Route 4 Sunset,143630,Paradise Canyon Elementary,2025-05,47,54,24.0,1.96,2.25,
Route 4 Sunset,143630,Paradise Canyon Elementary,2025-06,46,20,19.0,2.42,1.05,
Route 4 Sunset,143630,Paradise Canyon Elementary,2025-07,10,26,15.0,0.67,1.73,
Route 4 Sunset,143630,Paradise Canyon Elementary,2025-08,31,40,23.0,1.35,1.74,
Route 4 Sunset,143630,Paradise Canyon Elementary,2025-09,32,32,22.0,1.45,1.45,
Route 4 Sunset,143630,Paradise Canyon Elementary,2025-10,56,55,26.0,2.15,2.12,
Route 4 Sunset,143630,Paradise Canyon Elementary,2025-11,54,64,24.0,2.25,2.67,
Route 4 Sunset,143630,Paradise Canyon Elementary,2025-12,82,73,25.0,3.28,2.92,
Route 4 Sunset,143630,Paradise Canyon Elementary,2026-01,83,77,26.0,3.19,2.96,
