route,stop_id,address,month,total_in,total_out,unique_days,avg_daily_in,avg_daily_out,days
Route 3 West Side Connector,143600,Opera House,2025-08,64,89,26.0,2.46,3.42,
Route 3 West Side Connector,143600,Opera House,2025-09,73,61,25.0,2.92,2.44,
Route 3 West Side Connector,143600,Opera House,2025-10,66,81,27.0,2.44,3.0,
Route 3 West Side Connector,143600,Opera House,2025-11,70,79,24.0,2.92,3.29,
Route 3 West Side Connector,143600,Opera House,2025-12,84,101,26.0,3.23,3.88,
Route 3 West Side Connector,143600,Opera House,2026-01,90,79,26.0,3.46,3.04,
Route 3 West Side Connector,143648,85 South 700 East,2025-01,156,100,25.0,6.24,4.0,
Route 3 West Side Connector,143648,85 South 700 East,2025-02,149,173,24.0,6.21,7.21,
Route 3 West Side Connector,143648,85 South 700 East,2025-03,160,77,24.0,6.67,3.21,
Route 3 West Side Connector,143648,85 South 700 East,2025-04,249,102,26.0,9.58,3.92,
Route 3 West Side Connector,143648,85 South 700 East,2025-05,131,107,26.0,5.04,4.12,
Route 3 West Side Connector,143648,85 South 700 East,2025-06,106,81,25.0,4.24,3.24,
Route 3 West Side Connector,143648,85 South 700 East,2025-07,71,92,23.0,3.09,4.0,
Route 3 West Side Connector,143648,85 South 700 East,2025-08,121,98,23.0,5.26,4.26,
Route 3 West Side Connector,143648,85 South 700 East,2025-09,108,82,25.0,4.32,3.28,
Route 3 West Side Connector,143648,85 South 700 East,2025-10,145,65,27.0,5.37,2.41,
Route 3 West Side Connector,143648,85 South 700 East,2025-11,132,73,24.0,5.5,3.04,
Route 3 West Side Connector,143648,85 South 700 East,2025-12,85,49,26.0,3.27,1.88,
Route 3 West Side Connector,143648,85 South 700 East,2026-01,98,45,25.0,3.92,1.8,
Route 3 West Side Connector,143650,244 West 200 North,2025-01,85,117,26.0,3.27,4.5,
Route 3 West Side Connector,143650,244 West 200 North,2025-02,85,145,24.0,3.54,6.04,
Route 3 West Side Connector,143650,244 West 200 North,2025-03,85,136,26.0,3.27,5.23,
Route 3 West Side Connector,143650,244 West 200 North,2025-04,93,168,26.0,3.58,6.46,
Route 3 West Side Connector,143650,244 West 200 North,2025-05,111,138,26.0,4.27,5.31,
Route 3 West Side Connector,143650,244 West 200 North,2025-06,91,128,25.0,3.64,5.12,
Route 3 West Side Connector,143650,244 West 200 North,2025-07,103,99,25.0,4.12,3.96,
Route 3 West Side Connector,143650,244 West 200 North,2025-08,85,118,26.0,3.27,4.54,
Route 3 West Side Connector,143650,244 West 200 North,2025-09,70,104,25.0,2.8,4.16,
Route 3 West Side Connector,143650,244 West 200 North,2025-10,115,145,27.0,4.26,5.37,
Route 3 West Side Connector,143650,244 West 200 North,2025-11,114,106,24.0,4.75,4.42,
Route 3 West Side Connector,143650,244 West 200 North,2025-12,118,125,26.0,4.54,4.81,
Route 3 West Side Connector,143650,244 West 200 North,2026-01,98,126,26.0,3.77,4.85,
Route 1 Red Cliffs,143499,Outback 232 Red Cliffs Drive,2025-01,122,151,26.0,4.69,5.81,
Route 1 Red Cliffs,143499,Outback 232 Red Cliffs Drive,2025-02,136,202,24.0,5.67,8.42,
Route 1 Red Cliffs,143499,Outback 232 Red Cliffs Drive,2025-03,133,203,26.0,5.12,7.81,
Route 1 Red Cliffs,143499,Outback 232 Red Cliffs Drive,2025-04,125,219,26.0,4.81,8.42,
Route 1 Red Cliffs,143499,Outback 232 Red Cliffs Drive,2025-05,148,207,26.0,5.69,7.96,
Route 1 Red Cliffs,143499,Outback 232 Red Cliffs Drive,2025-06,134,150,25.0,5.36,6.0,
Route 1 Red Cliffs,143499,Outback 232 Red Cliffs Drive,2025-07,97,181,25.0,3.88,7.24,
Route 1 Red Cliffs,143499,Outback 232 Red Cliffs Drive,2025-08,134,210,26.0,5.15,8.08,
Route 1 Red Cliffs,143499,Outback 232 Red Cliffs Drive,2025-09,129,219,25.0,5.16,8.76,
Route 1 Red Cliffs,143499,Outback 232 Red Cliffs Drive,2025-10,124,304,27.0,4.59,11.26,
Route 1 Red Cliffs,143499,Outback 232 Red Cliffs Drive,2025-11,116,202,24.0,4.83,8.42,
Route 1 Red Cliffs,143499,Outback 232 Red Cliffs Drive,2025-12,118,218,26.0,4.54,8.38,
Route 1 Red Cliffs,143499,Outback 232 Red Cliffs Drive,2026-01,99,212,26.0,3.81,8.15,
Route 1 Red Cliffs,143552,Intermountain River Road Clinic,2025-01,167,190,26.0,6.42,7.31,
Route 1 Red Cliffs,143552,Intermountain River Road Clinic,2025-02,148,173,24.0,6.17,7.21,
Route 1 Red Cliffs,143552,Intermountain River Road Clinic,2025-03,187,189,26.0,7.19,7.27,
Route 1 Red Cliffs,143552,Intermountain River Road Clinic,2025-04,167,256,26.0,6.42,9.85,
Route 1 Red Cliffs,143552,Intermountain River Road Clinic,2025-05,158,218,26.0,6.08,8.38,
Route 1 Red Cliffs,143552,Intermountain River Road Clinic,2025-06,172,235,25.0,6.88,9.4,
Route 1 Red Cliffs,143552,Intermountain River Road Clinic,2025-07,165,210,25.0,6.6,8.4,
Route 1 Red Cliffs,143552,Intermountain River Road Clinic,2025-08,187,254,26.0,7.19,9.77,
Route 1 Red Cliffs,143552,Intermountain River Road Clinic,2025-09,180,293,25.0,7.2,11.72,
Route 1 Red Cliffs,143552,Intermountain River Road Clinic,2025-10,183,242,27.0,6.78,8.96,
Route 1 Red Cliffs,143552,Intermountain River Road Clinic,2025-11,183,235,24.0,7.62,9.79,
Route 1 Red Cliffs,143552,Intermountain River Road Clinic,2025-12,197,257,26.0,7.58,9.88,
Route 1 Red Cliffs,143552,Intermountain River Road Clinic,2026-01,178,261,26.0,6.85,10.04,
Route 1 Red Cliffs,143556,120 South 700 East,2025-01,141,46,25.0,5.64,1.84,
Route 1 Red Cliffs,143556,120 South 700 East,2025-02,201,155,23.0,8.74,6.74,
Route 1 Red Cliffs,143556,120 South 700 East,2025-03,137,60,25.0,5.48,2.4,
Route 1 Red Cliffs,143556,120 South 700 East,2025-04,130,34,26.0,5.0,1.31,
Route 1 Red Cliffs,143556,120 South 700 East,2025-05,125,87,26.0,4.81,3.35,
Route 1 Red Cliffs,143556,120 South 700 East,2025-06,141,57,25.0,5.64,2.28,
Route 1 Red Cliffs,143556,120 South 700 East,2025-07,124,44,25.0,4.96,1.76,
Route 1 Red Cliffs,143556,120 South 700 East,2025-08,216,195,26.0,8.31,7.5,
Route 1 Red Cliffs,143556,120 South 700 East,2025-09,127,21,25.0,5.08,0.84,
Route 1 Red Cliffs,143556,120 South 700 East,2025-10,99,13,27.0,3.67,0.48,
Route 1 Red Cliffs,143556,120 South 700 East,2025-11,66,11,24.0,2.75,0.46,
Route 1 Red Cliffs,143556,120 South 700 East,2025-12,73,24,26.0,2.81,0.92,
Route 1 Red Cliffs,143556,120 South 700 East,2026-01,85,23,26.0,3.27,0.88,
Route 1 Red Cliffs,143559,Target 225 South River Road,2025-01,226,260,26.0,8.69,10.0,
Route 1 Red Cliffs,143559,Target 225 South River Road,2025-02,208,281,24.0,8.67,11.71,
Route 1 Red Cliffs,143559,Target 225 South River Road,2025-03,244,236,26.0,9.38,9.08,
Route 1 Red Cliffs,143559,Target 225 South River Road,2025-04,315,322,26.0,12.12,12.38,
Route 1 Red Cliffs,143559,Target 225 South River Road,2025-05,324,353,26.0,12.46,13.58,
Route 1 Red Cliffs,143559,Target 225 South River Road,2025-06,303,298,25.0,12.12,11.92,
Route 1 Red Cliffs,143559,Target 225 South River Road,2025-07,224,273,25.0,8.96,10.92,
Route 1 Red Cliffs,143559,Target 225 South River Road,2025-08,252,326,26.0,9.69,12.54,
Route 1 Red Cliffs,143559,Target 225 South River Road,2025-09,290,323,25.0,11.6,12.92,
Route 1 Red Cliffs,143559,Target 225 South River Road,2025-10,400,391,27.0,14.81,14.48,
Route 1 Red Cliffs,143559,Target 225 South River Road,2025-11,323,290,24.0,13.46,12.08,
Route 1 Red Cliffs,143559,Target 225 South River Road,2025-12,342,398,26.0,13.15,15.31,
Route 1 Red Cliffs,143559,Target 225 South River Road,2026-01,318,315,26.0,12.23,12.12,
Route 1 Red Cliffs,143577,740 East 700 South,2025-01,92,55,24.0,3.83,2.29,
Route 1 Red Cliffs,143577,740 East 700 South,2025-02,90,48,23.0,3.91,2.09,
Route 1 Red Cliffs,143577,740 East 700 South,2025-03,109,72,25.0,4.36,2.88,
Route 1 Red Cliffs,143577,740 East 700 South,2025-04,135,81,26.0,5.19,3.12,
Route 1 Red Cliffs,143577,740 East 700 South,2025-05,138,58,26.0,5.31,2.23,
Route 1 Red Cliffs,143577,740 East 700 South,2025-06,104,52,25.0,4.16,2.08,
Route 1 Red Cliffs,143577,740 East 700 South,2025-07,75,49,25.0,3.0,1.96,
Route 1 Red Cliffs,143577,740 East 700 South,2025-08,119,120,26.0,4.58,4.62,
Route 1 Red Cliffs,143577,740 East 700 South,2025-09,115,79,25.0,4.6,3.16,
Route 1 Red Cliffs,143577,740 East 700 South,2025-10,107,55,26.0,4.12,2.12,
Route 1 Red Cliffs,143577,740 East 700 South,2025-11,83,46,22.0,3.77,2.09,
Route 1 Red Cliffs,143577,740 East 700 South,2025-12,96,35,26.0,3.69,1.35,
Route 1 Red Cliffs,143577,740 East 700 South,2026-01,113,37,26.0,4.35,1.42,
Route 1 Red Cliffs,143620,04_592 South 700 East,2025-01,45,41,20.0,2.25,2.05,
Route 1 Red Cliffs,143620,04_592 South 700 East,2025-02,42,18,19.0,2.21,0.95,
Route 1 Red Cliffs,143620,04_592 South 700 East,2025-03,63,40,25.0,2.52,1.6,
Route 1 Red Cliffs,143620,04_592 South 700 East,2025-04,54,78,24.0,2.25,3.25,
Route 1 Red Cliffs,143620,04_592 South 700 East,2025-05,23,47,21.0,1.1,2.24,
Route 1 Red Cliffs,143620,04_592 South 700 East,2025-06,31,66,23.0,1.35,2.87,
Route 1 Red Cliffs,143620,04_592 South 700 East,2025-07,13,40,19.0,0.68,2.11,
Route 1 Red Cliffs,143620,04_592 South 700 East,2025-08,54,52,23.0,2.35,2.26,
Route 1 Red Cliffs,143620,04_592 South 700 East,2025-09,51,53,24.0,2.12,2.21,
Route 1 Red Cliffs,143620,04_592 South 700 East,2025-10,53,51,26.0,2.04,1.96,
Route 1 Red Cliffs,143620,04_592 South 700 East,2025-11,63,36,23.0,2.74,1.57,
Route 1 Red Cliffs,143620,04_592 South 700 East,2025-12,66,72,25.0,2.64,2.88,
Route 1 Red Cliffs,143620,04_592 South 700 East,2026-01,58,53,25.0,2.32,2.12,
Route 1 Red Cliffs,143642,Red Cliff Mall,2025-01,78,187,26.0,3.0,7.19,
Route 1 Red Cliffs,143642,Red Cliff Mall,2025-02,69,166,24.0,2.88,6.92,
Route 1 Red Cliffs,143642,Red Cliff Mall,2025-03,78,143,26.0,3.0,5.5,
Route 1 Red Cliffs,143642,Red Cliff Mall,2025-04,67,158,26.0,2.58,6.08,
Route 1 Red Cliffs,143642,Red Cliff Mall,2025-05,101,189,26.0,3.88,7.27,
Route 1 Red Cliffs,143642,Red Cliff Mall,2025-06,80,188,25.0,3.2,7.52,
Route 1 Red Cliffs,143642,Red Cliff Mall,2025-07,57,170,25.0,2.28,6.8,
Route 1 Red Cliffs,143642,Red Cliff Mall,2025-08,74,180,26.0,2.85,6.92,
Route 1 Red Cliffs,143642,Red Cliff Mall,2025-09,66,173,25.0,2.64,6.92,
Route 1 Red Cliffs,143642,Red Cliff Mall,2025-10,73,177,27.0,2.7,6.56,
Route 1 Red Cliffs,143642,Red Cliff Mall,2025-11,48,165,23.0,2.09,7.17,
Route 1 Red Cliffs,143642,Red Cliff Mall,2025-12,71,178,26.0,2.73,6.85,
Route 1 Red Cliffs,143642,Red Cliff Mall,2026-01,71,216,26.0,2.73,8.31,
Route 1 Red Cliffs,143654,320 South 700 East,2025-01,55,22,21.0,2.62,1.05,
Route 1 Red Cliffs,143654,320 South 700 East,2025-02,47,17,21.0,2.24,0.81,
Route 1 Red Cliffs,143654,320 South 700 East,2025-03,64,25,24.0,2.67,1.04,
Route 1 Red Cliffs,143654,320 South 700 East,2025-04,80,26,24.0,3.33,1.08,
Route 1 Red Cliffs,143654,320 South 700 East,2025-05,48,15,20.0,2.4,0.75,
Route 1 Red Cliffs,143654,320 South 700 East,2025-06,31,11,20.0,1.55,0.55,
Route 1 Red Cliffs,143654,320 South 700 East,2025-07,19,9,17.0,1.12,0.53,
Route 1 Red Cliffs,143654,320 South 700 East,2025-08,30,29,19.0,1.58,1.53,
Route 1 Red Cliffs,143654,320 South 700 East,2025-09,34,25,20.0,1.7,1.25,
Route 1 Red Cliffs,143654,320 South 700 East,2025-10,55,16,25.0,2.2,0.64,
Route 1 Red Cliffs,143654,320 South 700 East,2025-11,45,20,22.0,2.05,0.91,
Route 1 Red Cliffs,143654,320 South 700 East,2025-12,35,14,18.0,1.94,0.78,
Route 1 Red Cliffs,143654,320 South 700 East,2026-01,41,17,21.0,1.95,0.81,
Route 1 Red Cliffs,144072,St. George Clinic,2025-01,64,49,25.0,2.56,1.96,
Route 1 Red Cliffs,144072,St. George Clinic,2025-02,53,74,23.0,2.3,3.22,
Route 1 Red Cliffs,144072,St. George Clinic,2025-03,52,72,26.0,2.0,2.77,
Route 1 Red Cliffs,144072,St. George Clinic,2025-04,94,107,26.0,3.62,4.12,
Route 1 Red Cliffs,144072,St. George Clinic,2025-05,118,172,26.0,4.54,6.62,
Route 1 Red Cliffs,144072,St. George Clinic,2025-06,68,87,23.0,2.96,3.78,
Route 1 Red Cliffs,144072,St. George Clinic,2025-07,59,64,23.0,2.57,2.78,
Route 1 Red Cliffs,144072,St. George Clinic,2025-08,73,86,26.0,2.81,3.31,
Route 1 Red Cliffs,144072,St. George Clinic,2025-09,95,126,25.0,3.8,5.04,
Route 1 Red Cliffs,144072,St. George Clinic,2025-10,127,117,27.0,4.7,4.33,
Route 1 Red Cliffs,144072,St. George Clinic,2025-11,100,68,24.0,4.17,2.83,
Route 1 Red Cliffs,144072,St. George Clinic,2025-12,149,86,26.0,5.73,3.31,
Route 1 Red Cliffs,144072,St. George Clinic,2026-01,121,123,26.0,4.65,4.73,
Route 3 West Side Connector,143493,420 East Tabernacle,2025-01,105,155,26.0,4.04,5.96,
Route 3 West Side Connector,143493,420 East Tabernacle,2025-02,93,125,24.0,3.88,5.21,
Route 3 West Side Connector,143493,420 East Tabernacle,2025-03,102,154,26.0,3.92,5.92,
Route 3 West Side Connector,143493,420 East Tabernacle,2025-04,127,191,26.0,4.88,7.35,
Route 3 West Side Connector,143493,420 East Tabernacle,2025-05,111,178,26.0,4.27,6.85,
Route 3 West Side Connector,143493,420 East Tabernacle,2025-06,114,146,25.0,4.56,5.84,
Route 3 West Side Connector,143493,420 East Tabernacle,2025-07,126,186,25.0,5.04,7.44,
Route 3 West Side Connector,143493,420 East Tabernacle,2025-08,150,140,26.0,5.77,5.38,
Route 3 West Side Connector,143493,420 East Tabernacle,2025-09,153,161,25.0,6.12,6.44,
Route 3 West Side Connector,143493,420 East Tabernacle,2025-10,185,217,27.0,6.85,8.04,
Route 3 West Side Connector,143493,420 East Tabernacle,2025-11,143,167,24.0,5.96,6.96,
Route 3 West Side Connector,143493,420 East Tabernacle,2025-12,129,175,26.0,4.96,6.73,
Route 3 West Side Connector,143493,420 East Tabernacle,2026-01,120,142,26.0,4.62,5.46,
Route 3 West Side Connector,143504,Post Office,2025-01,82,86,26.0,3.15,3.31,
Route 3 West Side Connector,143504,Post Office,2025-02,48,91,24.0,2.0,3.79,
Route 3 West Side Connector,143504,Post Office,2025-03,76,75,26.0,2.92,2.88,
Route 3 West Side Connector,143504,Post Office,2025-04,67,102,26.0,2.58,3.92,
Route 3 West Side Connector,143504,Post Office,2025-05,63,91,25.0,2.52,3.64,
Route 3 West Side Connector,143504,Post Office,2025-06,63,92,25.0,2.52,3.68,
Route 3 West Side Connector,143504,Post Office,2025-07,57,77,25.0,2.28,3.08,
Route 3 West Side Connector,143504,Post Office,2025-08,103,91,26.0,3.96,3.5,
Route 3 West Side Connector,143504,Post Office,2025-09,70,98,25.0,2.8,3.92,
Route 3 West Side Connector,143504,Post Office,2025-10,165,140,27.0,6.11,5.19,
Route 3 West Side Connector,143504,Post Office,2025-11,136,127,24.0,5.67,5.29,
Route 3 West Side Connector,143504,Post Office,2025-12,110,107,26.0,4.23,4.12,
Route 3 West Side Connector,143504,Post Office,2026-01,103,130,26.0,3.96,5.0,
Route 3 West Side Connector,143505,990 East Tabernacle,2025-01,274,511,26.0,10.54,19.65,
Route 3 West Side Connector,143505,990 East Tabernacle,2025-02,205,498,24.0,8.54,20.75,
Route 3 West Side Connector,143505,990 East Tabernacle,2025-03,217,410,26.0,8.35,15.77,
Route 3 West Side Connector,143505,990 East Tabernacle,2025-04,229,478,26.0,8.81,18.38,
Route 3 West Side Connector,143505,990 East Tabernacle,2025-05,79,192,26.0,3.04,7.38,
Route 3 West Side Connector,143505,990 East Tabernacle,2025-06,197,269,25.0,7.88,10.76,
Route 3 West Side Connector,143505,990 East Tabernacle,2025-07,249,385,24.0,10.38,16.04,
Route 3 West Side Connector,143505,990 East Tabernacle,2025-08,180,270,26.0,6.92,10.38,
Route 3 West Side Connector,143505,990 East Tabernacle,2025-09,68,169,25.0,2.72,6.76,
Route 3 West Side Connector,143505,990 East Tabernacle,2025-10,70,147,27.0,2.59,5.44,
Route 3 West Side Connector,143505,990 East Tabernacle,2025-11,54,120,24.0,2.25,5.0,
Route 3 West Side Connector,143505,990 East Tabernacle,2025-12,29,100,25.0,1.16,4.0,
Route 3 West Side Connector,143505,990 East Tabernacle,2026-01,5,112,25.0,0.2,4.48,
Route 3 West Side Connector,143509,Catholic Church,2025-01,185,100,26.0,7.12,3.85,
Route 3 West Side Connector,143509,Catholic Church,2025-02,138,64,24.0,5.75,2.67,
Route 3 West Side Connector,143509,Catholic Church,2025-03,145,65,26.0,5.58,2.5,
Route 3 West Side Connector,143509,Catholic Church,2025-04,155,80,25.0,6.2,3.2,
Route 3 West Side Connector,143509,Catholic Church,2025-05,177,105,26.0,6.81,4.04,
Route 3 West Side Connector,143509,Catholic Church,2025-06,174,91,25.0,6.96,3.64,
Route 3 West Side Connector,143509,Catholic Church,2025-07,132,98,25.0,5.28,3.92,
Route 3 West Side Connector,143509,Catholic Church,2025-08,161,87,26.0,6.19,3.35,
Route 3 West Side Connector,143509,Catholic Church,2025-09,203,97,25.0,8.12,3.88,
Route 3 West Side Connector,143509,Catholic Church,2025-10,212,92,26.0,8.15,3.54,
Route 3 West Side Connector,143509,Catholic Church,2025-11,184,68,24.0,7.67,2.83,
Route 3 West Side Connector,143509,Catholic Church,2025-12,202,74,26.0,7.77,2.85,
Route 3 West Side Connector,143509,Catholic Church,2026-01,229,72,26.0,8.81,2.77,
Route 3 West Side Connector,143525,Subway Inbound,2025-01,85,81,26.0,3.27,3.12,
Route 3 West Side Connector,143525,Subway Inbound,2025-02,88,113,24.0,3.67,4.71,
Route 3 West Side Connector,143525,Subway Inbound,2025-03,98,83,26.0,3.77,3.19,
Route 3 West Side Connector,143525,Subway Inbound,2025-04,114,98,26.0,4.38,3.77,
Route 3 West Side Connector,143525,Subway Inbound,2025-05,121,91,26.0,4.65,3.5,
Route 3 West Side Connector,143525,Subway Inbound,2025-06,122,64,25.0,4.88,2.56,
Route 3 West Side Connector,143525,Subway Inbound,2025-07,125,38,25.0,5.0,1.52,
Route 3 West Side Connector,143525,Subway Inbound,2025-08,103,76,26.0,3.96,2.92,
Route 3 West Side Connector,143525,Subway Inbound,2025-09,100,105,25.0,4.0,4.2,
Route 3 West Side Connector,143525,Subway Inbound,2025-10,115,146,27.0,4.26,5.41,
Route 3 West Side Connector,143525,Subway Inbound,2025-11,73,105,24.0,3.04,4.38,
Route 3 West Side Connector,143525,Subway Inbound,2025-12,81,91,25.0,3.24,3.64,
Route 3 West Side Connector,143525,Subway Inbound,2026-01,64,113,26.0,2.46,4.35,
Route 3 West Side Connector,143530,710 East Tabernacle,2025-01,95,319,26.0,3.65,12.27,
Route 3 West Side Connector,143530,710 East Tabernacle,2025-02,101,240,24.0,4.21,10.0,
Route 3 West Side Connector,143530,710 East Tabernacle,2025-03,54,196,25.0,2.16,7.84,
Route 3 West Side Connector,143530,710 East Tabernacle,2025-04,44,201,26.0,1.69,7.73,
Route 3 West Side Connector,143530,710 East Tabernacle,2025-05,30,119,26.0,1.15,4.58,
Route 3 West Side Connector,143530,710 East Tabernacle,2025-06,34,153,25.0,1.36,6.12,
Route 3 West Side Connector,143530,710 East Tabernacle,2025-07,44,117,25.0,1.76,4.68,
Route 3 West Side Connector,143530,710 East Tabernacle,2025-08,39,127,26.0,1.5,4.88,
Route 3 West Side Connector,143530,710 East Tabernacle,2025-09,72,225,25.0,2.88,9.0,
Route 3 West Side Connector,143530,710 East Tabernacle,2025-10,45,206,27.0,1.67,7.63,
Route 3 West Side Connector,143530,710 East Tabernacle,2025-11,32,228,24.0,1.33,9.5,
Route 3 West Side Connector,143530,710 East Tabernacle,2025-12,47,254,26.0,1.81,9.77,
Route 3 West Side Connector,143530,710 East Tabernacle,2026-01,50,212,26.0,1.92,8.15,
Route 3 West Side Connector,143560,210 East Tabernacle,2025-01,91,160,25.0,3.64,6.4,
Route 3 West Side Connector,143560,210 East Tabernacle,2025-02,76,137,24.0,3.17,5.71,
Route 3 West Side Connector,143560,210 East Tabernacle,2025-03,88,103,25.0,3.52,4.12,
Route 3 West Side Connector,143560,210 East Tabernacle,2025-04,125,123,25.0,5.0,4.92,
Route 3 West Side Connector,143560,210 East Tabernacle,2025-05,65,127,25.0,2.6,5.08,
Route 3 West Side Connector,143560,210 East Tabernacle,2025-06,83,107,24.0,3.46,4.46,
Route 3 West Side Connector,143560,210 East Tabernacle,2025-07,82,93,25.0,3.28,3.72,
Route 3 West Side Connector,143560,210 East Tabernacle,2025-08,98,116,26.0,3.77,4.46,
Route 3 West Side Connector,143560,210 East Tabernacle,2025-09,107,121,25.0,4.28,4.84,
Route 3 West Side Connector,143560,210 East Tabernacle,2025-10,76,128,27.0,2.81,4.74,
Route 3 West Side Connector,143560,210 East Tabernacle,2025-11,103,69,24.0,4.29,2.88,
Route 3 West Side Connector,143560,210 East Tabernacle,2025-12,83,86,25.0,3.32,3.44,
Route 3 West Side Connector,143560,210 East Tabernacle,2026-01,105,102,26.0,4.04,3.92,
Route 3 West Side Connector,143579,City Office Inbound,2025-01,75,78,26.0,2.88,3.0,
Route 3 West Side Connector,143579,City Office Inbound,2025-02,49,109,24.0,2.04,4.54,
Route 3 West Side Connector,143579,City Office Inbound,2025-03,53,73,24.0,2.21,3.04,
Route 3 West Side Connector,143579,City Office Inbound,2025-04,67,77,25.0,2.68,3.08,
Route 3 West Side Connector,143579,City Office Inbound,2025-05,77,59,22.0,3.5,2.68,
Route 3 West Side Connector,143579,City Office Inbound,2025-06,81,88,25.0,3.24,3.52,
Route 3 West Side Connector,143579,City Office Inbound,2025-07,79,91,24.0,3.29,3.79,
Route 3 West Side Connector,143579,City Office Inbound,2025-08,112,92,26.0,4.31,3.54,
Route 3 West Side Connector,143579,City Office Inbound,2025-09,130,113,25.0,5.2,4.52,
Route 3 West Side Connector,143579,City Office Inbound,2025-10,143,103,26.0,5.5,3.96,
Route 3 West Side Connector,143579,City Office Inbound,2025-11,115,119,24.0,4.79,4.96,
Route 3 West Side Connector,143579,City Office Inbound,2025-12,95,93,26.0,3.65,3.58,
Route 3 West Side Connector,143579,City Office Inbound,2026-01,41,64,22.0,1.86,2.91,
Route 3 West Side Connector,143596,Ace Hardware,2025-01,240,246,26.0,9.23,9.46,
Route 3 West Side Connector,143596,Ace Hardware,2025-02,151,187,24.0,6.29,7.79,
Route 3 West Side Connector,143596,Ace Hardware,2025-03,175,219,26.0,6.73,8.42,
Route 3 West Side Connector,143596,Ace Hardware,2025-04,155,293,26.0,5.96,11.27,
